Reference codial;Fournisseur;Machine;Marque;Materiel;Reference;Denomination;Debut;Entrees;Sorties;StockFin;Minimum
03AD0109;SCODIF;;;;0L64143600;Carte de régulation;;;;;
03AD0110;SCODIF;;;;CM5791500;Tuyau d eau silicole CM 450 SL;;;;;
03AD0111;SCODIF;;;;65042803;Clips plastique pour panneaux;;;;;
03AD0112;SCODIF;;;;122548-01;Electrovanne 24 volt;;;;;
03AD0113;SCODIF;;;;OM81455031;Couvercle sonde droite ou cache cellule;;;;;
03AD0114;SCODIF;;SCOTSMAN;;0M25702402;Cellule de niveau de glace;;;;;
03AD0115;SCODIF;;;;200334101;Flotteur 450 SI;;;;;
03AD0116;SCODIF;;;;OA03393820;Porte de cabine ou bac glaçon REF// BH550S;;;;;
03AD0117;SCODIF;;;;03AD0117;Charmiere complete pour bac BH5505S;;;;;
03AD0118;SCODIF;;;;OL10074500;Axe de moto agitateur (cannelle) ID 22H;;;;;
03AD0119;SCODIF;;;;0A03239601;Charniere gauche stat. porte BH550;;;;;
03AD0120;SCODIF;;;;200238001;Entretoise charnière BH500;;;;;
03AD0121;SCODIF;;;;200238002;Rondelle plastique charnière BH550;;;;;
03AD0122;SCODIF;;;;200280601;Axe de charnière de porte BH550;;;;;
03AD0123;SCODIF;;;;300153909;Clips pour axe de porte BH550;;;;;
03AD0124;SCODIF;;;;0A03239602;Charniere droite STAT. porte BH550;;;;;
03AD0125;SCODIF;;;;62026416;Thermostat;;;;;
03AD0126;SCODIF;;;;OM81455032;Couvercle gauche ou cache cellule;;;;;
03AD0127;SCODIF;;;;CM81455031;Couvercle gauche A SUPPRIMER;;;;;
03AD0128;SCODIF;;;;CM19950006;Vis pou couvercle CM450SL A SUPPRIMER;;;;;
03AD0129;SCODIF;;;;CM33580122;Carte de platine;;;;;
03AD0130;SCODIF;;;;CM19865525;Electrovanne de vidange;;;;;
03AD0131;SCODIF;;;;282353800;Bec verseur distribution glaçons;;;;;
03AD0132;SCODIF;;SCOTSMAN;;OM19165550;Compresseur pour CM450 SL;;;;;
03AD0133;SCODIF;;;;1100051401;Vanne de vidange ou electrovanne;;;;;
03AD0134;SCODIF;;;;OM81454131;Pompe à eau;;;;;
03AD0135;SCODIF;;SCOTSMAN;;OM81455094;Cellule épaisseur;;;;;
03AD0136;SCODIF;;;;6203900;Condenseur à eau;;;;;
03AD0137;SCODIF;;;;62011100;Vanne d'eau thermostatique;;;;;
03AD0138;SCODIF;;;;OM257915000;Tuyau d eau;;;;;
03AD0139;SCODIF;;;;OM81455010;Câble ou faisceau electrique CM 450 SL;;;;;
03AD0140;SCODIF;;;;2348501;Filtre à air sur une CME 506;;;;;
03AD0141;SCODIF;;;;66074100;Cache silicone blanc ou bouchon;;;;;
03AD0142;SCODIF;;;;46004700;Epingle de bouchon;;;;;
03AD0143;SCODIF;;;;1200254801;Electrovanne entrée d eau CME;;;;;
03AD0144;SCODIF;;;;1200268623;Pompe de rinçage sur une CME506AS-6B;;;;;
03AD0145;SCODIF;;;;1600111701;Détendeur pour une MV456 AS;;;;;
03AD0146;SCODIF;;;;CM19863034;Electrovanne d'inversion;;;;;
03AD0147;SCODIF;;SCOTSMAN;;1100056302;Aimant  mobile de volet;;;;;
03AD0148;SCODIF;;;;1100056301;Interrupteur magnétique;;;;;
03AD0150;SCODIF;;;;OM19865537;Electrovanne d'eau;;;;;
03AD0151;SCODIF;;;;200422401;Grill ou enjoliveur de filtre à air;;;;;
03AD0152;SCODIF;;;;A3891521;Porte de bac B530S;;;;;
03AD0153;SCODIF;;;;CM81455120;Déflecteur plastique;;;;;
03AD0154;SCODIF;;SCOTSMAN;;OM33580250;Carte électronique;;;;;
03AD0155;SCODIF;;SCODIF;;OM81454760;Electrovanne de vidange REMPLACE REF CM19865525;;;;;
03AD0156;SCODIF;;SCOTSMAN;;OM19270501;Electrovanne d'aide au dégivrage ou doigt de poussée;;;;;
03AD0157;SCODIF;;;;OM81502140;Pied complet B350/550 SB193;;;;;
03AD0158;SCODIF;;SCOTSMAN;;CM33210019;Interrupteur magnétique sur une MV606 prendre REF 03AD0083;;;;;
03AD0159;SCODIF;;SCOTSMAN;;81455094;Capteur d'épaisseur de glace;;;;;
03AD0160;SCODIF;;;;OM25791555;Tuyau d évacuation d eau pour CM450SL;;;;;
03AD0161;SCODIF;;;;200341021;Jeu de sonde de température T° refoult. + eau CME;;;;;
03AD0162;SCODIF;;;;12-2838-24;Carte de régularisation;;;;;
03AD0163;SCODIF;;;;CM81455010;Faiseau électrique PRENDRE OM81455010;;;;;
03AD0164;SCODIF;;;;65010566;Electrovanne d'arrivée d'eau sur une ACM106AS;;;;;
03AD0165;SCODIF;;;;9MI5726045;Raccord 20x27 blanc rec V.E.M;;;;;
03AD0166;SCODIF;;;;9JGPM09081;Equerre male 8 x 1/4 cylindrique;;;;;
03AD0167;SCODIF;;;;9JGPM0208E;Té égal 8 mm;;;;;
03AD0168;SCODIF;;;;OM25260483;Déflecteur d'air pour une MV426;;;;;
03AD0169;SCODIF;;;;200410032;Volet évaporateur ou déflecteur plastique;;;;;
03AD0170;SCODIF;;;;1100056306;Aimant statique volet ou interrupteur magnétique;;;;;
03AD0171;SCODIF;;SCOTSMAN;;OA03903021;Sonde niveau d'eau;;;;;
03AD0172;SCODIF;;;;OM81455102;Câble ou faisceau;;;;;
03AD0173;SCODIF;;;;0M25725606;Support plastique  droit pour MV426;;;;;
03AD0174;SCODIF;;;;OM25725607;Support plastique gauche pour MV426;;;;;
03AD0175;SCODIF;;SCOTSMAN;;1100053951;Cellule de niveau d'eau CM 506-656-80 REMPLACE REF0200370721 V/SS0096;;;;;
03AD0176;SCODIF;;;;1200250601;Faisceau cellule carte pour cme 506 ou 656;;;;;
03AD0177;SCODIF;;;;200361001;Trop plein pour une cme506 ou 656;;;;;
03AD0178;SCODIF;;SCOTSMAN;;25725525;Support carte de selection MV;;;;;
03AD0179;SCODIF;;;;L82416100;Motoréducteur;;;;;
03AD0180;SCODIF;;;;CLARISSYSTEME;"Traitement d'eau complet Everpure ""CLARIS XXL";;;;;
03AD0181;SCODIF;;;;OM25260414;Déflecteur d'air CM450 SL;;;;;
03AD0182;SCODIF;;;;OM81454637;Pompa à eau new mv-mvp306/456-606/806/1006;;;;;
03AD0183;SCODIF;;SCOTSMAN;;OM33580151;Carte de selection MV300-306-426-456-606-806-1000-1006;;;;;
03AD0184;SCODIF;;;;OM19430104;Clip de fixation panneau avt CM450-MV426-456-606;;;;;
03AD0185;SCODIF;;;;OM19520104;Vis panneau avant MV 426-456-606;;;;;
03AD0186;SCODIF;;;;OM81455035;Façade 450SL;;;;;
03AD0187;SCODIF;;;;OL82416100;Moto réducteur distributeur 220v/50Hz LANCER;;;;;
03AD0188;SCODIF;;;;65010554;Electrovanne entrée d eau;;;;;
03AD0189;SCODIF;;;;OM81454648;Evaporateur seul MV426;;;;;
03AD0190;SCODIF;;;;OM19870401;Détendeur MV426-606;;;;;
03AD0191;SCODIF;;;;CLARISSYSTEM;Adoucisseur complet EVERPURE CLARIS XXL;;;;;
03AD0192;SCODIF;;SCOTSMAN;;0M25702402;JEU DE CELLULES BIN  FULL;;;;;
03AD0193;SCODIF;;SCOTSMAN;;0M81453434;CELLULE EPAISSEUR;;;;;
03AD0194;SCODIF;;SCOTMAN;;OM200334101;FLOTTEUR;;;;;
03AD0195;SCODIF;;SCOTSMAN;;79311312;POMPE A EAU NOIRE;;;;;
03AD0197;SCODIF;;SCOTSMAN;;CM33065100;TRANSFORMATEUR;;;;;
03AD0199;SCODIF;;SCOTMAN;;CM 33 580 122;CONTRÔLE CM450;;;;;
03AD0200;SCODIF;;SCOTMAN;;0200.3707.21;DETECTEUR NIVEAU EAU REMPLACE PAR REF// 1100053951 VOIR 03AD0096;;;;;
03AD0201;SCODIF;;SCOTMAN;;12-254801;ELECTROVANNE EAU;;;;;
03AD0202;SCODIF;;SCOTMAN;;OM 257 02401;SONDE KIT;;;;;
03AD0203;SCODIF;;SCOTSMAN;;OM81454510;Vanne solenoid pour MV 430;;;;;
03AD0204;SCODIF;;SCOTMAN;;1156303;Contact magnétique pour une EH222SL-6B;;;;;
03AD0205;SCODIF;;SCOTMAN;;2461121;Volet pour EH222SL-6B;;;;;
03AD0206;SCODIF;;SCOTSMAN;;11-0550-28;Contrôleur pour EH222;;;;;
03AD0207;SCODIF;;SCOTSMAN;;0A03891521;Porte de cabineB330 -  B530S;;;;;
03AD0208;SCODIF;;SCOTSMAN;;81453611;Panneau aimant;;;;;
03AD0209;SCODIF;;SCOTSMAN;;CM19262733;Etiquette LED;;;;;
03AD0210;SCODIF;;SCOTSMAN;;CM192630089;Logo Scotsman;;;;;
03AD0211;SCODIF;;SCOTSMAN;;OM25550400;Déflecteur - Volet évaporateur MV506/606 anc ref 0200410032;;;;;
03AD0212;SCODIF;;SCOTSMAN;;1100056306;Intérrupteur magnétique;;;;;
03AD0213;SCODIF;;SCOTSMAN;;62046000;Vanne de vidange pour MV 430;;;;;
03AD0214;SCODIF;;SCOTSMAN;;OM81454170;Evaporateur MV430S;;;;;
03AD0215;SCODIF;;SCOTSMAN;;0M81460355;Porte complète de bac MV606;;;;;
03AD0216;SCODIF;;SCOTSMAN;;19120045;Charnière de porte;;;;;
03AD0217;SCODIF;;SCOTSMAN;;CLARIS-ULTRA-2000;Système de filtration;;;;;
03AD0218;SCODIF;;SCOTSMAN;;200423201;Charnière de gauche;;;;;
03AD0219;SCODIF;;SCOTSMAN;;200423301;Charnière de droite;;;;;
03AD0220;SCODIF;;SCOTSMAN;;200422401;Enjoliveur de filtre à air MV 456 (support grille filtre condenseur);;;;;
03AD0221;SCODIF;;SCOTSMAN;;200421201;Filtre à air MV/MVP 426/456/606/806/1006;;;;;
03AD0223;SCODIF;;SCOTSMAN;;200410032;Volet évaporateur MV 456/606;;;;;
03AD0224;SCODIF;;SCOTSMAN;;OM25790070;Tuyau d'eau rampe MV6/P-MV6;;;;;
03AD0225;SCODIF;;SCOTMAN;;0M81452001;Pompe à eau;;;;;
03AD0226;SCODIF;;SCOTSMAN;;200410002;Porte blanche pour MV606;;;;;
03AD0227;SCODIF;;SCOTSMAN;;OM81455094;Sonde épaisseur de glaçon;;;;;
03AD0228;SCODIF;;SCOTSMAN;;OM33580101;Sonde T° condenseur;;;;;
03AD0229;SCODIF;;SCOTMAN;;100906;Bidon scotman clean;;;;;
03AD0230;SCODIF;;SCOTMAN;;200370721;Capteur de niveau;;;;;
03AD0231;SCODIF;;SCOTMAN;;CM19862524;Moteur ventilé;;;;;
03AD0232;SCODIF;;SCOTSMAN;;OM81454659;Capteurs niveau d'eau MV426;;;;;
03AD0233;SCODIF;;SCOTSMAN;;OM81455102;Câble ou faisceau electrique;;;;;
03AD0234;SCODIF;;SCOTSMAN;;CLARIS ULTRA 2000;Cartouche Claris Everpure XXL;;;;;
03AD0235;SCODIF;;SCOTSMAN;;100905;Nettoyant Scotsman cleaner ( 1ltr);;;;;
03AD0236;SCODIF;;SCODIF;;1100056402;Electrovanne de vidange MV606 / P-MV606/806;;;;;
03AD0237;SCODIF;;SCOTSMAN;;6066600;Interrupteurs (rouge et vert ) en kit;;;;;
03AD0238;SCODIF;;SCOTSMAN;;62041902;Moteur ventilateur P=10 W;;;;;
03AD0239;SCODIF;;SCOTSMAN;;62044201;Iinterrupteur M/A m 20/30/40;;;;;
03AD0240;SCODIF;;SCOTSMAN;;CM19263088;Logo;;;;;
03AD0241;SCODIF;;SCODIF;;CM81454610;Pompe à eau;;;;;
03AD0242;SCODIF;;SCOTSMAN;;33580250FUS;Fusible;;;;;
03AD0243;SCODIF;;SCODIF;;1100056402;Electrovanne de vidange;;;;;
03AD0244;SCODIF;;SCODIF;;CLARIS ULTRA 2000;Cartouche +Tête;;;;;
03AD0245;SCODIF;;SCOTSMAN;;200420502;Glissière support de capteur MV 456;;;;;
03AD0246;SCODIF;;SCOTSMAN;;200406402;Distributeur d'eau droite;;;;;
03AD0247;SCODIF;;SCOTSMAN;;200406501;Couvercle de distributeur;;;;;
03AD0248;SCODIF;;SCOTSMAN;;CM25726473;Support couvercle;;;;;
03AD0249;SCODIF;;SCOTSMAN;;19270501;"Bobine d'assistance de dégivrage  MV426-430-456-606/C0322-0522-0330-0530-0630
";;;;;
03AD0250;SCODIF;;SCOTSMAN;;0M33730727;Contacteur 24V CM 450 SL ANCIENNE REF 03AD0043;;;;;
03AD0251;SCODIF;;CLARIS;;XXL_ULTRA_2000;"Cartouche remplacement ""Everpure"" Claris Ultra 2000";;;;;
03AD0252;SCODIF;;CLARIS;;DEBIT_CLARIS;Débit mètre 3/8 programmation et affichage;;;;;
03AD0253;SCODIF;;;;OM81455072;Electrovanne d'assistance de dégivrage pour MV426;;;;;
03AD0254;SCODIF;;;;9JGPM450813E;Union femelle Fond plat (3/8 ou 12/17) BSP CYL x8mm REC;;;;;
03AE0001;ENODIS;;MANITOWOK;;7602799;Couvercle évaporateur pour Manitowoc;;;;;
03AE0002;ENODIS;;MANITOWOK;;7602799;Couvercle;;;;;
03AE0003;ENODIS;;MANITOWOC;;8660;Testeur d'épaisseur ou palpeur de production;;;;;
03AE0004;ENODIS;;MANITOWOC;;6728;Carte d'affichage;;;;;
03AE0005;ENODIS;;MANITOWOC;;8064;Display Housing Less Board;;;;;
03AE0006;ENODIS;;MANITOWOC;;2412939;Moteur de ventilateur pour machine à glaçon Manitowok;;;;;
03AF0001;HOSHIZAKI;;HOSHIZAKI;;316043A08;Pompe à eau;;;;;
03BW0001;SAS GAMKO;;GAMKO;;13030210;Glissière ( lot de 2);;;;;
04AG0001;WINTERHALTER;;WINTERHALTER;;60003512;Kit WSE ou réparatiteur;;;;;
04AG0002;WINTERHALTER;;;;3106215;Electrovanne Arrivee Eau 5L;;;;;
04AG0003;WINTERHALTER;;;;2802105;Collier Serflex Diam 12-22X9;;;;;
04AG0004;WINTERHALTER;;;;3501193;Dispositif Anti Retour;;;;;
04AG0005;WINTERHALTER;;WINTERHALTER;;2802109;Collier Serflex Diam 20-30X12;;;;;
04AG0006;WINTERHALTER;;;;4002029;Tuyau Arme D Arrivee Eau Interieur Machine Au M;;;;;
04AG0007;WINTERHALTER;;;;65004188;Filtre aspiration cuve;;;;;
04AG0008;WINTERHALTER;;;;3103133;Résistance De Démarrage Moteur Cuve;;;;;
04AG0009;WINTERHALTER;;;;3103178;Résistance De Cuve 6000 W;;;;;
04AG0010;WINTERHALTER;;;;3103177;Résistance de surchauffeur  De Cuve 9Kw prendre ref 30000244;;;;;
04AG0011;WINTERHALTER;;WINTERHALTER;;65003029;Filtre A Boue;;;;;
04AG0012;WINTERHALTER;;;;65004092;Tamis De Filtre A Boue;;;;;
04AG0013;WINTERHALTER;;WINTERHALTER;;3102410;Pompe De Vidange GS640;;;;;
04AG0014;WINTERHALTER;;;;2802111;Collier Serflex Diam 24-34X12;;;;;
04AG0015;WINTERHALTER;;WINTERHALTER;;61005028;Coude Tuyau Entre Pompe De Vidange Et Collecteur A Boue;;;;;
04AG0016;WINTERHALTER;;;;61005186;Collecteur Filtre A Boue;;;;;
04AG0017;WINTERHALTER;;;;65005021;Baquet Couvercle Pompe De Vidange;;;;;
04AG0018;WINTERHALTER;;;;65005070;Tuyau Ecoulement Interieur Machine Nle ref 65005612;;;;;
04AG0019;WINTERHALTER;;;;2802115;Collier Serflex 47-67X12 ou collier de serrage PRENDRE REF 30001243;;;;;
04AG0020;WINTERHALTER;;;;61006227;Mamelon Tuyau D'Écoulement;;;;;
04AG0021;WINTERHALTER;;;;80003338;Moteur Pompe De Lavage;;;;;
04AG0022;WINTERHALTER;;WINTERHALTER;;2802137;Collier Serflex Diam 62-82X12 ANC REF 2302308;;;;;
04AG0023;WINTERHALTER;;WINTERHALTER;;65004103;Tuyau Coude Pompe De Lavage;;;;;
04AG0024;WINTERHALTER;;WINTERHALTER;;65004997;Bras De Lavage complet série 600;;;;;
04AG0025;WINTERHALTER;;;;65004151;Tuyau Coude Bras De Lavage;;;;;
04AG0026;WINTERHALTER;;;;3125044;Sonde Surchauffeur;;;;;
04AG0027;WINTERHALTER;;;;6500482;Tuyau Surchauffeur;;;;;
04AG0028;WINTERHALTER;;;;2802126;Collier Serflex Diam 50-215X12;;;;;
04AG0029;WINTERHALTER;;;;3103177;Resistance Surchauffeur 9Kw;;;;;
04AG0030;WINTERHALTER;;;;5528255;Flotteur Surchauffeur OU détecteur de niveau;;;;;
04AG0031;WINTERHALTER;;;;3102477;Pompe De Rincage;;;;;
04AG0032;WINTERHALTER;;;;65005108;Tuyau Pompe De Rincage;;;;;
04AG0033;WINTERHALTER;;;;65004027;Tuyau Coude Pompe De Rincage;;;;;
04AG0034;WINTERHALTER;;;;2802111;Collier Serflex Diam 24-36X12;;;;;
04AG0035;WINTERHALTER;;;;65005499;Bras De Rinçage Rotatif Complet;;;;;
04AG0036;WINTERHALTER;;WINTERHALTER;;65001537;Axe de porte/Boulon Palier De Porte;;;;;
04AG0037;WINTERHALTER;;WINTERHALTER;;65004668;Profile De Guidage;;;;;
04AG0038;WINTERHALTER;;;;60003525;Chambre A Air Pessostatique;;;;;
04AG0039;WINTERHALTER;;;;3126044;Pressostat Niveau Eau ou Détecteur;;;;;
04AG0040;WINTERHALTER;;WINTERHALTER;;3124224;Interrupteur magnétique avec cable/Commutateur Magnetique;;;;;
04AG0041;WINTERHALTER;;WINTERHALTER;;3124223;Lexan de clavier de commande ou autocollant;;;;;
04AG0042;WINTERHALTER;;WINTERHALTER;;3124222;Tableau De Commande ou clavier;;;;;
04AG0043;WINTERHALTER;;;;3105139;Carte Wps ou platine de régul (ancienne ref 3105140;;;;;
04AG0044;WINTERHALTER;;;;3104163;Contacteur;;;;;
04AG0045;WINTERHALTER;;WINTERHALTER;;3111123;Fusible 250V 4A;;;;;
04AG0046;WINTERHALTER;;WINTERHALTER;;3102573;Pompe de lavage;;;;;
04AG0047;WINTERHALTER;;;;3124202;Bouton D'évacuation ou vidange;;;;;
04AG0048;WINTERHALTER;;WINTERHALTER;;65004037;Porte inférieure complète GR640;;;;;
04AG0049;WINTERHALTER;;;;5504024;Chambre de compression ou réservoir d'air;;;;;
04AG0051;WINTERHALTER;;;;3301600;Produit détartrant F;;;;;
04AG0052;WINTERHALTER;;;;3104162;Contacteur pompe de lavage VOIR REF 30000861;;;;;
04AG0053;WINTERHALTER;;WINTERHALTER;;65004996;Durite renifleur OU de vidange p/GS640 OU tuyau coude;;;;;
04AG0054;WINTERHALTER;;;;2707069;Joint de résistance PRENDRE 2707088;;;;;
04AG0056;WINTERHALTER;;;;62001329;Té en plastique ou raccord;;;;;
04AG0057;WINTERHALTER;;;;30000244;Résistance surchauffeur GS640 remplace ref 3103177 9 kws;;;;;
04AG0058;WINTERHALTER;;WINTERHALTER;;65005612;Durite de vidange ou écoulement;;;;;
04AG0059;WINTERHALTER;;WINTERHALTER;;2707088;Joint résistance ou bague d étanchéité 43x7 ANC REF 2707069;;;;;
04AG0060;WINTERHALTER;;;;3103179;Résistance;;;;;
04AG0061;WINTERHALTER;;WINTERHALTER;;65005555;Filtre;;;;;
04AG0063;WINTERHALTER;;WINTERHALTER;;5528291;Aimant de porte;;;;;
04AG0064;WINTERHALTER;;WINTERHALTER;;2105302;Ecrou;;;;;
04AG0065;WINTERHALTER;;;;3105140;Carte WPS;;;;;
04AG0066;WINTERHALTER;;;;04AG0066;Bouton poussoir de vidange;;;;;
04AG0067;WINTERHALTER;;;;13111043;Fusible 6.3A;;;;;
04AG0068;WINTERHALTER;;;;3103150;Résistance PRENDRE REF 30000234;;;;;
04AG0069;WINTERHALTER;;;;85000561;Séparateur plateaux inox 12 rangées;;;;;
04AG0070;WINTERHALTER;;;;3124191;Aimant 10x10 de porte GS640;;;;;
04AG0071;WINTERHALTER;;;;3103057;Résistance de chaudière;;;;;
04AG0072;WINTERHALTER;;;;60002539;Durite ou tuyau réducteur;;;;;
04AG0073;WINTERHALTER;;;;2802308;Collier PRENDRE REF 2802137;;;;;
04AG0074;WINTERHALTER;;;;85000555;Guide de la panière - patin de panier;;;;;
04AG0075;WINTERHALTER;;WINTERHALTER;;4003056;Durite d'arrivee d'eau à la cuve;;;;;
04AG0076;WINTERHALTER;;;;5101367;Tête de commande et soupape Duomatik 2X4;;;;;
04AG0077;WINTERHALTER;;;;4002005;Flexible alimentation D13x3.5x2500 G3/4;;;;;
04AG0078;WINTERHALTER;;;;65005019;Câble de connextion  ou bus;;;;;
04AG0079;WINTERHALTER;;;;61004701;Filtre boue nelle  65005555;;;;;
04AG0080;WINTERHALTER;;;;3124186;Inter ou bouton ON/OFF pour GR36;;;;;
04AG0082;WINTERHALTER;;;;3115020;Transformateur 240V 18V;;;;;
04AG0083;WINTERHALTER;;;;2707066;Joint  voir réf 2707087;;;;;
04AG0084;WINTERHALTER;;;;3501004;Ecrou femelle;;;;;
04AG0085;WINTERHALTER;;;;3501005;Coude R3/4;;;;;
04AG0086;WINTERHALTER;;;;2701003;Joint 33X26;;;;;
04AG0087;WINTERHALTER;;;;2702001;Joint D 37X30X2;;;;;
04AG0088;WINTERHALTER;;;;3501019;Raccord à pas double ou Rallonge  R3/4;;;;;
04AG0089;WINTERHALTER;;;;3103132;Résistance;;;;;
04AG0090;WINTERHALTER;;WINTERHALTER;;2707087;Joint ou bague d étanchéité 24x3 rempl ref2707066;;;;;
04AG0091;WINTERHALTER;;;;30000316;Kit de joint de porte;;;;;
04AG0092;WINTERHALTER;;;;2105304;Ecrou;;;;;
04AG0093;WINTERHALTER;;;;65004491;Porte du haut;;;;;
04AG0094;WINTERHALTER;;;;65003970;Rail;;;;;
04AG0095;WINTERHALTER;;;;65001617;Tête de réglage;;;;;
04AG0096;WINTERHALTER;;;;65004216;Bielles;;;;;
04AG0097;WINTERHALTER;;;;2101305;Ecrou;;;;;
04AG0098;WINTERHALTER;;;;65001616;Têtes;;;;;
04AG0099;WINTERHALTER;;;;2020302;Vis;;;;;
04AG0100;WINTERHALTER;;;;3108116;Voyant de chauffe;;;;;
04AG0101;WINTERHALTER;;;;6003595;Motopompe;;;;;
04AG0102;WINTERHALTER;;;;60003593;Kit roue de pompe;;;;;
04AG0103;WINTERHALTER;;;;60003620;Collecteur;;;;;
04AG0104;WINTERHALTER;;WINTERHALTER;;3102561;Pompe de vidange;;;;;
04AG0105;WINTERHALTER;;;;62003663;Cache;;;;;
04AG0106;WINTERHALTER;;;;61005185;Evacuation compl. ou collecteur;;;;;
04AG0107;WINTERHALTER;;WINTERHALTER;;3102204;Cartier OU bati pompe;;;;;
04AG0108;WINTERHALTER;;;;3102209;Joint torique de bati pompe;;;;;
04AG0109;WINTERHALTER;;WINTERHALTER;;2707040;Joint torique 20x3.5;;;;;
04AG0110;WINTERHALTER;;WINTERHALTER;;3501108;Bouchon;;;;;
04AG0111;WINTERHALTER;;;;2001021;Boulon;;;;;
04AG0112;WINTERHALTER;;WINTERHALTER;;65005465;Support bras de rinçage;;;;;
04AG0113;WINTERHALTER;;;;61006262;Cassette ou panier à déchets;;;;;
04AG0114;WINTERHALTER;;WINTERHALTER;;2001020;Vis six pans M4x25;;;;;
04AG0115;WINTERHALTER;;;;65005484;Panier ou raccordement bras de lavage;;;;;
04AG0116;WINTERHALTER;;;;5528222;Kit ressort de porte;;;;;
04AG0117;WINTERHALTER;;;;65003963;Porte rabattable GR 650;;;;;
04AG0118;WINTERHALTER;;;;2802118;Collier de serrage;;;;;
04AG0119;WINTERHALTER;;;;30000711;Collier de serrage D12-22x9;;;;;
04AG0120;WINTERHALTER;;WINTERHALTER;;65002765;Gicleur rotation rinçage grosse;;;;;
04AG0121;WINTERHALTER;;WINTERHALTER;;65002764;Tige gicleur;;;;;
04AG0122;WINTERHALTER;;;;61005681;Ecrou;;;;;
04AG0123;WINTERHALTER;;;;3103025;Résistance de cuve pour GR62/2;;;;;
04AG0124;WINTERHALTER;;;;3104164;Contacteur de résistance de cuve pour GR62/2;;;;;
04AG0125;WINTERHALTER;;;;3125013;Thermostat résistance de cuve pour une GR62/2;;;;;
04AG0126;WINTERHALTER;;WINTERHALTER;;65005466;Kit câble bus;;;;;
04AG0127;WINTERHALTER;;;;80002128;Surchauffeur pour GS640;;;;;
04AG0128;WINTERHALTER;;;;65005550;Surchauffeur sans pression;;;;;
04AG0129;WINTERHALTER;;;;65003150;Gicleur;;;;;
04AG0130;WINTERHALTER;;;;62001808;Capuchon ou écrou raccord;;;;;
04AG0131;WINTERHALTER;;;;5531001;Set d arrivée d eau ou alimentation;;;;;
04AG0132;WINTERHALTER;;;;117003;Bride de résistance;;;;;
04AG0133;WINTERHALTER;;WINTERHALTER;;65004011;Rampe de rinçage;;;;;
04AG0134;WINTERHALTER;;;;3106045;Electrovanne de vidange;;;;;
04AG0135;WINTERHALTER;;;;5528278;Pompe ELT 10;;;;;
04AG0136;WINTERHALTER;;;;31003177;Résistance bac;;;;;
04AG0137;WINTERHALTER;;;;65004824;Répartiteur de lessive supérieur OU distributeur de lavage;;;;;
04AG0138;WINTERHALTER;;;;2707079;Joint;;;;;
04AG0139;WINTERHALTER;;;;2707093;Joint;;;;;
04AG0140;WINTERHALTER;;;;60003989;Ecrou;;;;;
04AG0141;WINTERHALTER;;;;60003943;Bague;;;;;
04AG0142;WINTERHALTER;;;;3106182;Electrovanne double pour un  GK62;;;;;
04AG0143;WINTERHALTER;;;;3103017;Résistance de surchauffeur P/GR 62;;;;;
04AG0144;WINTERHALTER;;;;3105132;Programmateur EPS1.1;;;;;
04AG0145;WINTERHALTER;;WINTERHALTER;;65004825;Répartiteur de lessive intérieur  complet;;;;;
04AG0146;WINTERHALTER;;WINTERHALTER;;60002785;Ecrous de fermeture;;;;;
04AG0147;WINTERHALTER;;;;3102445;Pompe de rincage;;;;;
04AG0148;WINTERHALTER;;;;3113099;Condensateur;;;;;
04AG0149;WINTERHALTER;;;;850055;Guide de panier pour GS640;;;;;
04AG0150;WINTERHALTER;;;;2017301;Vis pour guide GS640;;;;;
04AG0151;WINTERHALTER;;;;3113116;Ecrou;;;;;
04AG0152;WINTERHALTER;;;;60003350;Support du tableau de commande;;;;;
04AG0153;WINTERHALTER;;WINTERHALTER;;65005462;Rampe de rinçage;;;;;
04AG0154;WINTERHALTER;;;;60002540;Bagues ou anneau de fixation;;;;;
04AG0155;WINTERHALTER;;;;3103176;Résistance chauffante 6 kw avec fusible voir 30000235;;;;;
04AG0156;WINTERHALTER;;;;2707008;Joint torique 29.5 X 4.5;;;;;
04AG0157;WINTERHALTER;;WINTERHALTER;;61004974;"Brise jet G 3/4""X 24 ou capuchon";;;;;
04AG0158;WINTERHALTER;;;;4002060;Tuyau de raccordement d'arrivée d'eau souple en 20/27;;;;;
04AG0159;WINTERHALTER;;;;2703003;Joint;;;;;
04AG0160;WINTERHALTER;;;;2709011;Joint;;;;;
04AG0161;WINTERHALTER;;;;60001607;Durite coudé;;;;;
04AG0162;WINTERHALTER;;;;6001610;Durite arrière;;;;;
04AG0163;WINTERHALTER;;;;4001015;Durite de vidange ou tuyau (vendu au centimetre);;;;;
04AG0164;WINTERHALTER;;;;3103018;Résistance bac à eau;;;;;
04AG0165;WINTERHALTER;;;;70005097;Vis;;;;;
04AG0166;WINTERHALTER;;;;70003135;Rondelles;;;;;
04AG0167;WINTERHALTER;;;;2802348;Colliers de serrage;;;;;
04AG0168;WINTERHALTER;;;;4001024;Tuyau flexible (vendu au centimetre);;;;;
04AG0169;WINTERHALTER;;;;65004012;Rampe de rinçage supérieure;;;;;
04AG0170;WINTERHALTER;;WINTERHALTER;;70009122;Joint rampe de lavage Remplace ref 61005781;;;;;
04AG0171;WINTERHALTER;;;;80003235;Détecteur de proximité;;;;;
04AG0172;WINTERHALTER;;;;60003045;Vis bras rotatif;;;;;
